Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,Rule ID,HitCount
50621,53,54722,53,allow,256,93,163,2,31,1,1,19582,1
42867,443,28433,443,allow,15769,1619,14150,17,137,4,13,19583,1
62618,443,27342,443,allow,6939,2970,3969,19,144,9,10,19584,1
51334,443,42102,443,allow,8407,2034,6373,19,121,8,11,19585,1
56755,53,37076,53,allow,184,94,90,2,31,1,1,19586,5
51338,443,48161,443,allow,424,210,214,7,131,4,3,19587,1
45995,443,45995,443,allow,1494,898,596,12,142,6,6,19588,1
30960,45721,23609,45721,allow,66,66,0,1,3600,1,0,19589,1
43300,18242,0,0,allow,62,62,0,1,60,1,0,19590,1
64697,445,0,0,deny,70,70,0,1,0,1,0,19591,1
64695,445,0,0,deny,70,70,0,1,0,1,0,19592,1
64693,445,0,0,deny,70,70,0,1,0,1,0,19593,1
44411,37965,0,0,deny,62,62,0,1,0,1,0,18026,6
59861,445,0,0,deny,70,70,0,1,0,1,0,19594,3
59862,445,0,0,deny,70,70,0,1,0,1,0,19595,3
59860,445,0,0,deny,70,70,0,1,0,1,0,19596,1
64677,57470,0,0,deny,66,66,0,1,0,1,0,17156,3
1025,50584,0,0,deny,62,62,0,1,0,1,0,2441,5
39287,57470,0,0,deny,62,62,0,1,0,1,0,19597,2
59856,445,0,0,deny,70,70,0,1,0,1,0,19598,1
46839,51050,0,0,deny,62,62,0,1,0,1,0,18836,3
65379,22114,0,0,deny,66,66,0,1,0,1,0,17220,3
59855,445,0,0,deny,70,70,0,1,0,1,0,19599,2
26713,64147,0,0,deny,62,62,0,1,0,1,0,18083,3
29577,64147,0,0,deny,62,62,0,1,0,1,0,17981,3
64689,445,0,0,deny,70,70,0,1,0,1,0,7913,2
64688,445,0,0,deny,70,70,0,1,0,1,0,19600,1
57074,53,2955,53,allow,195,102,93,2,30,1,1,19601,5
64580,443,64391,443,allow,24686,1935,22751,36,20,17,19,19602,1
56612,53,28216,53,allow,178,94,84,2,30,1,1,9095,10
56681,53,9758,53,allow,195,102,93,2,30,1,1,19603,2
64156,53,39777,53,allow,409,92,317,4,30,2,2,19604,1
56986,53,34763,53,allow,259,87,172,4,36,2,2,19397,8
51980,45478,12123,45478,allow,70,70,0,2,7,2,0,17923,2
51997,14398,23393,14398,allow,130,70,60,2,4,1,1,17558,2
62053,443,33820,443,allow,134,60,74,3,5,2,1,19605,1
65251,53,36655,53,allow,277,98,179,4,36,2,2,19556,10
57265,443,12728,443,allow,9633,4368,5265,32,71,18,14,19606,1
55334,53,36263,53,allow,199,102,97,2,30,1,1,19454,2
56706,443,32876,443,allow,8057,2037,6020,20,15,11,9,19607,1
55665,44235,23820,44235,allow,504,318,186,8,15,5,3,19608,1
51100,443,10929,443,allow,9429,1978,7451,27,46,14,13,19609,1
49945,53,62137,53,allow,198,102,96,2,30,1,1,19610,6
49942,443,49942,443,allow,29781,5947,23834,63,47,32,31,19611,1
65049,53,13947,53,allow,199,102,97,2,29,1,1,19436,10
40349,443,1831,443,allow,7128,1336,5792,22,83,11,11,19612,1
51979,55803,35511,55803,allow,70,70,0,2,7,2,0,18190,2
56450,53,17647,53,allow,177,94,83,2,29,1,1,16974,6
64345,53,39290,53,allow,499,94,405,2,29,1,1,19613,1
65435,53,59924,53,allow,196,94,102,2,29,1,1,19614,1
64561,53,50313,53,allow,209,110,99,2,30,1,1,17846,4
56654,53,7307,53,allow,209,110,99,2,30,1,1,6797,7
64578,443,29592,443,allow,9156,2109,7047,27,32,15,12,19615,1
37384,443,22279,443,allow,416,210,206,7,29,4,3,19616,1
59014,443,31435,443,allow,27298,11122,16176,59,31,30,29,19617,1
49918,80,19931,80,allow,751,455,296,8,125,5,3,19618,1
64561,53,6022,53,allow,209,110,99,2,30,1,1,17846,4
53940,53,37682,53,allow,70,70,0,1,30,1,0,19619,1
65244,53,54645,53,allow,177,94,83,2,30,1,1,15942,4
49945,53,22837,53,allow,821,102,719,2,30,1,1,19610,6
55019,53,27465,53,allow,299,110,189,4,31,2,2,19572,4
37995,49152,51662,49152,allow,156,156,0,3,8,3,0,19620,1
51947,16935,4514,16935,allow,70,70,0,1,5,1,0,19621,2
65224,53,18679,53,allow,197,102,95,2,30,1,1,3381,5
52572,80,52572,80,allow,1899,1310,589,12,48,6,6,9458,2
52328,443,52328,443,allow,5438,2255,3183,23,86,12,11,19622,1
56717,53,2347,53,allow,178,94,84,2,30,1,1,19623,8
52325,443,52325,443,allow,17806,3169,14637,41,86,18,23,19624,2
48768,443,48768,443,allow,4398,1491,2907,19,27,11,8,19625,1
38693,443,23499,443,allow,16959,8920,8039,46,33,24,22,18901,2
52333,443,52333,443,allow,960,539,421,9,52,5,4,19626,1
65127,443,50841,443,allow,48029,4540,43489,91,120,40,51,13266,3
49919,80,15298,80,allow,992,524,468,10,125,6,4,19627,2
64266,53,18916,53,allow,180,94,86,2,31,1,1,4154,7
53437,6057,55735,6057,allow,245,245,0,2,30,2,0,11366,3
50169,53,12431,53,allow,211,78,133,2,30,1,1,15436,2
51977,18504,24364,18504,allow,70,70,0,2,8,2,0,18195,2
56177,53,33735,53,allow,184,94,90,2,30,1,1,19433,2
57143,53,42791,53,allow,184,94,90,2,30,1,1,19327,4
37581,443,19620,443,allow,13435,2441,10994,30,26,16,14,19628,2
55938,53,31705,53,allow,209,110,99,2,30,1,1,19629,3
65224,53,46834,53,allow,197,102,95,2,30,1,1,3381,5
55770,53,22601,53,allow,177,94,83,2,30,1,1,19630,6
57444,53,32931,53,allow,177,94,83,2,30,1,1,10992,5
49812,53,34841,53,allow,193,102,91,2,30,1,1,19434,9
57444,53,54223,53,allow,177,94,83,2,30,1,1,10992,5
39060,443,26337,443,allow,8554,2353,6201,29,138,14,15,19631,1
64125,53,55658,53,allow,370,94,276,2,30,1,1,7003,5
50920,443,1716,443,allow,24070,16123,7947,82,6308,42,40,6972,3
56717,53,46335,53,allow,178,94,84,2,31,1,1,19623,8
53301,11000,8510,11000,allow,1642,822,820,5,30,1,4,19632,1
52330,443,52330,443,allow,11451,5432,6019,34,86,17,17,19633,1
55705,53,9254,53,allow,281,101,180,4,58,2,2,19333,8
56035,53,45102,53,allow,173,94,79,2,30,1,1,19634,3
38832,443,4622,443,allow,23292,17154,6138,141,522,79,62,19635,1
58774,443,43846,443,allow,5167,700,4467,16,15,7,9,16984,2
57601,443,61546,443,allow,2614,1689,925,18,20,10,8,19636,1
55672,45682,48139,45682,allow,70,70,0,2,8,2,0,18204,2
51976,11816,61215,11816,allow,70,70,0,2,8,2,0,18158,2
49195,8108,11315,8108,allow,70,70,0,2,8,2,0,18208,2
51666,443,12470,443,allow,30210,2106,28104,46,201,17,29,19637,2
52251,80,52251,80,allow,1838,1319,519,11,48,6,5,19638,1
56704,443,41939,443,allow,8125,2039,6086,21,15,11,10,19639,1
62337,443,30628,443,allow,3908576,93181,3815395,3743,56,1160,2583,19640,1
63939,53,40762,53,allow,226,110,116,2,30,1,1,19641,1
49258,53,9142,53,allow,228,102,126,2,30,1,1,19642,1
56938,9600,62767,9600,allow,86,86,0,1,30,1,0,19643,1
55019,53,59602,53,allow,299,110,189,4,31,2,2,19572,4
60130,443,10266,443,allow,16291,9102,7189,94,508,42,52,19644,1
55063,80,20796,80,allow,2776,1333,1443,12,37,7,5,19645,1
52986,443,58135,443,allow,280,140,140,5,130,3,2,19646,1
48738,443,11931,443,allow,131514,7190,124324,183,53,72,111,19647,1
63912,18318,13803,18318,allow,1295,926,369,13,17,9,4,19648,1
65244,53,26357,53,allow,177,94,83,2,31,1,1,15942,4
43220,5222,35739,5222,allow,5415,2041,3374,53,467,23,30,19649,1
65061,53,31774,53,allow,299,103,196,4,33,2,2,18849,4
61027,80,42775,80,allow,9483,767,8716,18,14,10,8,19650,1
55065,80,56775,80,allow,306,180,126,6,28,4,2,19651,1
64174,53,47378,53,allow,438,130,308,4,35,2,2,19652,4
55674,48870,19113,48870,allow,70,70,0,2,8,2,0,18215,2
49749,443,51214,443,allow,54416,3219,51197,76,240,30,46,16410,3
56647,80,55289,80,allow,234,234,0,4,12,4,0,19653,1
62461,443,18805,443,allow,14832,3978,10854,32,34,15,17,19654,1
62463,443,34613,443,allow,4203,2748,1455,18,33,10,8,19655,1
53123,443,38611,443,allow,1630,1089,541,14,15,8,6,19656,1
58772,443,9884,443,allow,5106,700,4406,15,15,7,8,19657,1
1933,53,18812,53,allow,210,78,132,2,29,1,1,19658,1
50252,53,7370,53,allow,165,86,79,2,30,1,1,19430,2
57143,53,50787,53,allow,184,94,90,2,30,1,1,19327,4
56789,443,21644,443,allow,257154,11550,245604,303,54,121,182,3045,2
56654,53,36546,53,allow,209,110,99,2,30,1,1,6797,7
49786,53,64235,53,allow,209,110,99,2,30,1,1,19659,2
49927,53,25486,53,allow,763,102,661,2,30,1,1,19660,1
56929,53,14776,53,allow,177,94,83,2,30,1,1,8443,5
57074,53,22735,53,allow,195,102,93,2,30,1,1,19601,5
56357,53,35688,53,allow,270,110,160,2,30,1,1,16451,7
65256,53,14067,53,allow,213,102,111,2,30,1,1,19661,2
64016,53,18748,53,allow,184,94,90,2,31,1,1,19577,8
56855,443,28597,443,allow,8114,2511,5603,19,135,9,10,19662,1
57019,53,31067,53,allow,193,102,91,2,31,1,1,19440,4
57377,443,4552,443,allow,5553,927,4626,16,15,10,6,8909,2
59658,443,21276,443,allow,6695,1617,5078,23,200,13,10,19663,2
62464,443,10700,443,allow,4595,3120,1475,18,33,10,8,19664,1
52327,443,52327,443,allow,5444,2263,3181,23,86,12,11,19665,2
51234,80,58624,80,allow,6798,4486,2312,42,107,22,20,19666,1
39931,443,19532,443,allow,4464,2847,1617,29,80,15,14,19667,1
55705,53,13969,53,allow,281,101,180,4,58,2,2,19333,8
64064,53,52675,53,allow,257,94,163,2,30,1,1,19668,1
64114,53,8208,53,allow,251,102,149,2,30,1,1,19669,2
56705,443,63668,443,allow,8007,1987,6020,20,15,11,9,19670,1
58778,443,47598,443,allow,5168,700,4468,16,15,7,9,19671,1
51978,57496,25018,57496,allow,70,70,0,2,8,2,0,18157,2
55668,80,57634,80,allow,70,70,0,1,5,1,0,19672,2
52712,80,52712,80,allow,2012,1423,589,12,48,6,6,19673,1
52341,80,52341,80,allow,1928,1339,589,12,48,6,6,19674,1
14432,443,31078,443,allow,7420,1078,6342,21,75,11,10,19675,1
50393,443,41486,443,allow,7356,1014,6342,20,75,10,10,19676,2
56035,53,24305,53,allow,173,94,79,2,30,1,1,19634,3
64524,53,53824,53,allow,235,102,133,2,30,1,1,19677,4
52647,443,40426,443,allow,46502,33690,12812,93,234,55,38,19678,1
56796,443,3501,443,allow,5475,1610,3865,19,255,11,8,2406,2
53147,26330,14316,26330,allow,70,70,0,2,8,2,0,18203,2
37996,49152,50684,49152,allow,156,156,0,3,8,3,0,19679,1
56986,53,7478,53,allow,259,87,172,4,37,2,2,19397,8
37579,443,40926,443,allow,7982,2392,5590,25,26,14,11,19680,2
55603,32520,10079,32520,allow,5982,1890,4092,30,75,15,15,19681,1
54977,443,46620,443,allow,322265,12756,309509,409,270,173,236,17324,2
55705,53,27815,53,allow,281,101,180,4,59,2,2,19333,8
56681,53,26694,53,allow,195,102,93,2,30,1,1,19603,2
55938,53,44450,53,allow,209,110,99,2,30,1,1,19629,3
50411,53,28874,53,allow,86,86,0,1,30,1,0,19682,1
55770,53,9659,53,allow,177,94,83,2,30,1,1,19630,6
65266,53,21692,53,allow,216,110,106,2,30,1,1,7335,7
64313,53,9214,53,allow,226,110,116,2,30,1,1,19683,1
62711,443,43946,443,allow,266781,12334,254447,323,161,119,204,19684,1
45996,443,45996,443,allow,1494,898,596,12,142,6,6,19685,1
64556,53,40982,53,allow,195,102,93,2,30,1,1,19686,2
51784,8245,58196,8245,allow,280,214,66,2,31,1,1,19687,1
35832,443,44222,443,allow,17110,4513,12597,42,121,19,23,19688,2
57275,443,62988,443,allow,45483074,398771,45084303,36307,333,3386,32921,19689,2
6881,6881,1541,6881,allow,237,118,119,2,1200,1,1,498,39
59701,443,37154,443,allow,6155,1819,4336,18,181,8,10,19690,1
56766,443,14480,443,allow,10137,4019,6118,42,8169,24,18,10109,2
55019,53,16750,53,allow,299,110,189,4,31,2,2,19572,4
6881,52563,53881,52563,allow,228,118,110,2,1199,1,1,19691,1
45992,443,45992,443,allow,1494,898,596,12,142,6,6,19692,1
49557,53,61895,53,allow,1298,100,1198,4,32,2,2,19693,3
60204,80,20326,80,allow,70,70,0,2,8,2,0,19694,1
63944,8999,33141,8999,allow,66,66,0,2,8,2,0,18230,2
55846,53,27827,53,allow,198,102,96,2,30,1,1,19695,2
49774,53,49900,53,allow,225,110,115,2,30,1,1,19696,3
56755,53,26920,53,allow,184,94,90,2,31,1,1,19586,5
57201,53,17693,53,allow,195,102,93,2,31,1,1,19697,7
45997,443,45997,443,allow,1494,898,596,12,142,6,6,19698,1
45994,443,45994,443,allow,1494,898,596,12,142,6,6,19699,1
45993,443,45993,443,allow,1494,898,596,12,142,6,6,19700,1
53766,3596,64680,3596,allow,70,70,0,2,8,2,0,18375,2
53757,1,5970,1,allow,70,70,0,1,5,1,0,19701,2
53749,53572,44841,53572,allow,492,306,186,8,15,5,3,19702,1
55475,80,10225,80,allow,350,210,140,6,27,4,2,19703,1
62904,80,35309,80,allow,1515,481,1034,11,16,6,5,19704,1
43095,443,34288,443,allow,6513,2043,4470,20,17,12,8,19705,2
49518,53,34385,53,allow,299,90,209,4,49,2,2,7402,8
65180,53,7905,53,allow,199,102,97,2,30,1,1,13490,7
55968,53,21608,53,allow,243,94,149,2,30,1,1,19706,1
57143,53,17926,53,allow,184,94,90,2,30,1,1,19327,4
56929,53,47625,53,allow,177,94,83,2,30,1,1,8443,5
56654,53,22372,53,allow,209,110,99,2,30,1,1,6797,7
64191,53,5419,53,allow,197,94,103,2,30,1,1,8501,3
49536,53,5228,53,allow,239,94,145,2,30,1,1,19707,1
64690,445,0,0,deny,70,70,0,1,0,1,0,19708,1
63331,51221,0,0,deny,62,62,0,1,0,1,0,17117,5
52828,51221,0,0,deny,66,66,0,1,0,1,0,17223,3
60104,445,0,0,deny,66,66,0,1,0,1,0,19709,1
64684,445,0,0,deny,70,70,0,1,0,1,0,19710,1
60100,445,0,0,deny,66,66,0,1,0,1,0,19711,1
59848,445,0,0,deny,70,70,0,1,0,1,0,19712,1
60097,445,0,0,deny,66,66,0,1,0,1,0,19053,2
60098,445,0,0,deny,66,66,0,1,0,1,0,19713,1
60095,445,0,0,deny,66,66,0,1,0,1,0,19714,1
64449,30188,0,0,deny,62,62,0,1,0,1,0,19715,3
59679,37807,0,0,deny,66,66,0,1,0,1,0,17148,3
54737,50584,0,0,deny,66,66,0,1,0,1,0,17396,3
59841,445,0,0,deny,70,70,0,1,0,1,0,19716,2
65419,26467,0,0,deny,62,62,0,1,0,1,0,18014,3
59840,445,0,0,deny,70,70,0,1,0,1,0,19717,2
33416,23,0,0,deny,60,60,0,1,0,1,0,19718,1
64676,445,0,0,deny,70,70,0,1,0,1,0,7573,2
24662,26467,0,0,deny,66,66,0,1,0,1,0,19719,1
63963,50584,0,0,deny,66,66,0,1,0,1,0,18105,3
64669,445,0,0,deny,70,70,0,1,0,1,0,19720,1
64671,445,0,0,deny,70,70,0,1,0,1,0,7588,2
36369,51505,0,0,deny,66,66,0,1,0,1,0,17401,3
59834,445,0,0,deny,70,70,0,1,0,1,0,19721,2
59191,35440,0,0,deny,62,62,0,1,0,1,0,19722,3
63672,22114,0,0,deny,66,66,0,1,0,1,0,18104,3
59833,445,0,0,deny,70,70,0,1,0,1,0,19723,1
25054,36827,0,0,deny,66,66,0,1,0,1,0,18969,2
60085,445,0,0,deny,66,66,0,1,0,1,0,19192,2
52938,64097,0,0,deny,66,66,0,1,0,1,0,18107,3
59829,445,0,0,deny,70,70,0,1,0,1,0,19724,1
60077,445,0,0,deny,66,66,0,1,0,1,0,19725,2
41996,5900,0,0,deny,60,60,0,1,0,1,0,19726,1
64659,445,0,0,deny,70,70,0,1,0,1,0,19727,1
59828,445,0,0,deny,70,70,0,1,0,1,0,19728,2
55616,56205,0,0,deny,66,66,0,1,0,1,0,18121,3
443,39947,0,0,deny,74,74,0,1,0,1,0,19729,1
61639,37965,0,0,deny,66,66,0,1,0,1,0,18122,3
60075,445,0,0,deny,66,66,0,1,0,1,0,19730,2
12709,51505,0,0,deny,62,62,0,1,0,1,0,17411,3
7246,59858,0,0,deny,66,66,0,1,0,1,0,17410,3
28040,64147,0,0,deny,66,66,0,1,0,1,0,18237,3
59823,445,0,0,deny,70,70,0,1,0,1,0,19731,1
11821,64147,0,0,deny,62,62,0,1,0,1,0,18781,3
60066,445,0,0,deny,66,66,0,1,0,1,0,19213,2
60059,445,0,0,deny,66,66,0,1,0,1,0,19732,2
25237,57470,0,0,deny,62,62,0,1,0,1,0,19733,3
32770,51505,0,0,deny,62,62,0,1,0,1,0,19734,2
57468,57470,0,0,deny,66,66,0,1,0,1,0,19735,2
8889,34659,0,0,deny,60,60,0,1,0,1,0,19736,1
50927,44847,0,0,deny,62,62,0,1,0,1,0,14095,3
56442,11392,0,0,deny,66,66,0,1,0,1,0,18243,3
31500,34729,0,0,deny,146,146,0,1,0,1,0,19737,1
54280,3398,0,0,deny,60,60,0,1,0,1,0,2271,11
26810,5033,0,0,deny,145,145,0,1,0,1,0,19738,1
60357,5900,0,0,deny,60,60,0,1,0,1,0,19739,1
62757,44847,0,0,deny,146,146,0,1,0,1,0,19740,1
16693,36237,0,0,deny,62,62,0,1,0,1,0,19741,3
12663,62413,0,0,deny,66,66,0,1,0,1,0,18997,2
64646,445,0,0,deny,70,70,0,1,0,1,0,19742,1
64645,445,0,0,deny,70,70,0,1,0,1,0,19743,1
64644,445,0,0,deny,70,70,0,1,0,1,0,19744,1
61005,50584,0,0,deny,146,146,0,1,0,1,0,19745,1
60052,445,0,0,deny,66,66,0,1,0,1,0,19746,1
60049,445,0,0,deny,66,66,0,1,0,1,0,19747,1
60051,445,0,0,deny,66,66,0,1,0,1,0,19748,1
60048,445,0,0,deny,66,66,0,1,0,1,0,19233,3
60046,445,0,0,deny,66,66,0,1,0,1,0,19234,2
60045,445,0,0,deny,66,66,0,1,0,1,0,19238,2
60050,445,0,0,deny,66,66,0,1,0,1,0,19749,1
60044,445,0,0,deny,66,66,0,1,0,1,0,19240,2
59810,445,0,0,deny,70,70,0,1,0,1,0,19750,1
7524,23,0,0,deny,60,60,0,1,0,1,0,19751,1
49168,57470,0,0,deny,66,66,0,1,0,1,0,19752,3
59807,445,0,0,deny,70,70,0,1,0,1,0,19753,2
55421,57470,0,0,deny,74,74,0,1,0,1,0,18262,3
54578,64147,0,0,deny,66,66,0,1,0,1,0,19754,1
27209,25198,0,0,deny,145,145,0,1,0,1,0,19755,1
64640,445,0,0,deny,70,70,0,1,0,1,0,19756,1
64641,445,0,0,deny,70,70,0,1,0,1,0,19757,1
64634,445,0,0,deny,70,70,0,1,0,1,0,19758,1
64629,445,0,0,deny,70,70,0,1,0,1,0,8259,2
59802,445,0,0,deny,70,70,0,1,0,1,0,19759,2
61430,37965,0,0,deny,66,66,0,1,0,1,0,17438,3
59801,445,0,0,deny,70,70,0,1,0,1,0,19760,1
60030,445,0,0,deny,66,66,0,1,0,1,0,19761,1
60032,445,0,0,deny,66,66,0,1,0,1,0,19762,1
60029,445,0,0,deny,66,66,0,1,0,1,0,19763,1
13285,29892,0,0,deny,145,145,0,1,0,1,0,3999,30
61477,57470,0,0,deny,62,62,0,1,0,1,0,19764,2
59799,445,0,0,deny,70,70,0,1,0,1,0,19765,1
61030,21247,0,0,deny,66,66,0,1,0,1,0,18269,3
50,64147,0,0,deny,66,66,0,1,0,1,0,17447,5
64624,445,0,0,deny,70,70,0,1,0,1,0,8261,2
62824,37807,0,0,deny,66,66,0,1,0,1,0,17446,3
26301,22114,0,0,deny,62,62,0,1,0,1,0,11113,3
64616,445,0,0,deny,70,70,0,1,0,1,0,19766,1
64617,445,0,0,deny,70,70,0,1,0,1,0,7683,3
64612,445,0,0,deny,70,70,0,1,0,1,0,8265,2
59842,62413,0,0,deny,66,66,0,1,0,1,0,17453,3
28580,64147,0,0,deny,62,62,0,1,0,1,0,18112,3
59792,445,0,0,deny,70,70,0,1,0,1,0,19767,3
0,0,0,0,deny,102,102,0,1,0,1,0,965,88
50799,37807,0,0,deny,66,66,0,1,0,1,0,17455,3
59790,445,0,0,deny,70,70,0,1,0,1,0,19768,2
55862,62413,0,0,deny,66,66,0,1,0,1,0,17457,3
47453,6881,0,0,deny,146,146,0,1,0,1,0,19769,1
11562,30188,0,0,deny,62,62,0,1,0,1,0,19033,2
61059,32480,0,0,deny,146,146,0,1,0,1,0,19770,1
62973,51505,0,0,deny,62,62,0,1,0,1,0,17434,3
54280,3398,0,0,deny,60,60,0,1,0,1,0,2271,11
52022,52752,0,0,deny,74,74,0,1,0,1,0,19528,2
59210,50584,0,0,deny,66,66,0,1,0,1,0,17445,3
59789,445,0,0,deny,70,70,0,1,0,1,0,19771,2
60070,44847,0,0,deny,66,66,0,1,0,1,0,17458,2
5538,23,0,0,deny,60,60,0,1,0,1,0,19772,1
59788,445,0,0,deny,70,70,0,1,0,1,0,19773,2
59787,445,0,0,deny,70,70,0,1,0,1,0,19774,2
59785,445,0,0,deny,70,70,0,1,0,1,0,19775,2
59783,445,0,0,deny,70,70,0,1,0,1,0,19776,1
64606,445,0,0,deny,70,70,0,1,0,1,0,19777,1
64605,445,0,0,deny,70,70,0,1,0,1,0,7845,3
64600,445,0,0,deny,70,70,0,1,0,1,0,19778,1
3792,52700,0,0,deny,62,62,0,1,0,1,0,17431,3
24271,52700,0,0,deny,66,66,0,1,0,1,0,17470,3
64368,22114,0,0,deny,66,66,0,1,0,1,0,17464,3
60020,445,0,0,deny,66,66,0,1,0,1,0,19779,1
26048,21,0,0,deny,60,60,0,1,0,1,0,19780,4
59769,445,0,0,deny,70,70,0,1,0,1,0,19781,1
59767,445,0,0,deny,70,70,0,1,0,1,0,19782,1
59763,445,0,0,deny,70,70,0,1,0,1,0,19783,2
59758,445,0,0,deny,70,70,0,1,0,1,0,19784,1
59759,445,0,0,deny,70,70,0,1,0,1,0,19785,2
16327,55442,0,0,deny,66,66,0,1,0,1,0,18245,3
19875,30170,0,0,deny,145,145,0,1,0,1,0,633,31
63041,50584,0,0,deny,62,62,0,1,0,1,0,18987,2
64598,445,0,0,deny,70,70,0,1,0,1,0,19786,1
64591,445,0,0,deny,70,70,0,1,0,1,0,7864,2
48676,53393,0,0,deny,60,60,0,1,0,1,0,19787,4
48676,53399,0,0,deny,60,60,0,1,0,1,0,13135,3
29136,31652,0,0,deny,145,145,0,1,0,1,0,19788,1
21492,51505,0,0,deny,146,146,0,1,0,1,0,19789,3
62819,56205,0,0,deny,62,62,0,1,0,1,0,19790,2
60002,445,0,0,deny,66,66,0,1,0,1,0,19791,1
60001,445,0,0,deny,66,66,0,1,0,1,0,19792,1
29922,2750,0,0,deny,145,145,0,1,0,1,0,19793,1
59747,445,0,0,deny,70,70,0,1,0,1,0,19794,1
9128,80,3849,80,allow,318,192,126,6,30,4,2,19795,1
64647,3389,64647,3389,allow,3327,1438,1889,15,17,8,7,19796,1
26778,443,2994,443,allow,7407,2650,4757,24,20,12,12,19797,1
51971,20347,9863,20347,allow,70,70,0,2,8,2,0,18306,2
56203,53,21719,53,allow,751,95,656,2,30,1,1,19798,2
51081,443,34616,443,allow,8192,2781,5411,22,374,12,10,13290,2
49297,443,47840,443,allow,5341,3636,1705,30,76,16,14,19799,1
9132,80,49560,80,allow,318,192,126,6,30,4,2,19800,1
39724,443,28049,443,allow,45852,4123,41729,61,17,25,36,17541,2
58755,443,8030,443,allow,11839,7753,4086,30,17,15,15,4200,2
53768,19067,41942,19067,allow,70,70,0,2,8,2,0,18305,2
51945,1587,2517,1587,allow,66,66,0,1,5,1,0,19801,2
57330,443,48576,443,allow,36551,3569,32982,57,46,28,29,19802,1
9130,80,10198,80,allow,318,192,126,6,30,4,2,19803,1
38428,443,25567,443,allow,9483,2964,6519,23,17,13,10,19804,1
48551,443,15020,443,allow,7433,2086,5347,26,316,12,14,5228,2
64892,53,1067,53,allow,751,95,656,2,30,1,1,11964,3
61488,53,0,0,allow,314,93,221,2,30,1,1,19805,1
64154,53,29072,53,allow,188,96,92,2,30,1,1,19806,4
2088,7010,2088,7010,allow,10300,8829,1471,24,15,13,11,19807,1
9133,80,26542,80,allow,318,192,126,6,30,4,2,19808,1
56563,53,31162,53,allow,751,95,656,2,30,1,1,1430,4
55962,53,39113,53,allow,186,95,91,2,31,1,1,19809,4
7871,3389,7871,3389,allow,4166,2141,2025,18,18,9,9,19810,1
49966,80,31375,80,allow,1210,788,422,9,33,5,4,19811,1
52474,443,15526,443,allow,14908,4027,10881,28,136,11,17,19812,1
51975,11998,3978,11998,allow,70,70,0,2,8,2,0,18294,2
58060,80,29313,80,allow,1854,735,1119,8,16,5,3,19813,1
9126,80,52469,80,allow,318,192,126,6,30,4,2,19814,1
36361,80,36361,80,allow,514,246,268,9,76,5,4,19815,1
55081,80,13620,80,allow,1680,697,983,10,52,6,4,19816,1
9144,80,51086,80,allow,378,192,186,7,30,4,3,19817,1
36548,80,36548,80,allow,514,246,268,9,76,5,4,19818,1
58726,443,45284,443,allow,39202,21598,17604,72,20,39,33,19819,1
9129,80,33910,80,allow,318,192,126,6,30,4,2,19820,1
36132,80,36132,80,allow,514,246,268,9,76,5,4,19821,1
9145,80,20559,80,allow,318,192,126,6,30,4,2,19822,1
5588,5588,0,0,allow,3354,1792,1562,46,194,23,23,1364,87
5588,5588,0,0,allow,3354,1792,1562,46,195,23,23,1364,87
5588,5588,0,0,allow,3354,1792,1562,46,195,23,23,1364,87
56579,53,34186,53,allow,711,87,624,2,30,1,1,19823,2
56929,53,5055,53,allow,170,87,83,2,30,1,1,8443,5
56717,53,51715,53,allow,172,88,84,2,31,1,1,19623,8
53587,3389,53587,3389,allow,3504,1790,1714,17,31,9,8,19824,1
51838,443,42521,443,allow,9329,3898,5431,21,39,12,9,19825,1
42665,443,42665,443,allow,4620,1713,2907,19,26,11,8,19826,1
27005,27021,28946,27021,allow,879,126,753,2,31,1,1,19827,4
57424,2258,57424,2258,allow,156,156,0,3,8,3,0,19828,1
36084,80,36084,80,allow,514,246,268,9,76,5,4,19829,1
5588,5588,0,0,allow,3354,1792,1562,46,193,23,23,1364,87
61942,3389,61942,3389,allow,3347,1458,1889,15,18,8,7,19830,1
56811,53,1928,53,allow,762,97,665,2,30,1,1,19831,1
49009,53,49009,53,allow,172,76,96,2,30,1,1,19832,1
57074,53,56571,53,allow,190,97,93,2,30,1,1,19601,5
56417,53,44124,53,allow,752,93,659,2,30,1,1,19833,2
65491,53,39082,53,allow,186,95,91,2,30,1,1,19834,5
61732,3389,61732,3389,allow,3380,1730,1650,15,33,8,7,19835,1
55840,53,25093,53,allow,711,87,624,2,30,1,1,11682,6
36866,443,19337,443,allow,6798,2901,3897,22,151,13,9,19836,1
52475,443,47203,443,allow,14713,3210,11503,24,135,9,15,19837,1
57385,53,40272,53,allow,194,99,95,2,31,1,1,6261,6
21133,26205,8150,26205,allow,480,149,331,2,1200,1,1,19838,1
56422,53,35593,53,allow,716,95,621,2,30,1,1,8369,7
55343,53,13186,53,allow,770,101,669,2,31,1,1,18884,2
55752,53,35033,53,allow,170,87,83,2,31,1,1,16724,6
54084,443,63980,443,allow,37440,7952,29488,67,128,28,39,19839,1
55192,53,1273,53,allow,760,97,663,2,31,1,1,19840,5
50209,53,45881,53,allow,780,104,676,2,31,1,1,19841,3
27005,30007,42736,30007,allow,890,126,764,2,31,1,1,19842,2
