Source Port,Destination Port,Action,Rule ID,HitCount
57417,445,deny,25120,2
57420,445,deny,25121,1
62320,445,deny,25122,1
57415,445,deny,25123,2
62310,445,deny,25124,1
57412,445,deny,25125,2
60857,61689,deny,25126,1
34983,26543,deny,25127,1
58207,51505,deny,25128,3
8883,443,allow,25129,1
60433,6881,allow,25130,2
36417,443,allow,25131,2
56552,443,allow,25132,1
52781,443,allow,25133,1
55784,53,allow,25134,5
50082,53,allow,25135,2
50318,53,allow,25136,2
56957,443,allow,25137,1
56956,443,allow,25138,1
50906,443,allow,25139,1
10047,443,allow,25140,1
50905,443,allow,25141,1
52783,443,allow,25142,1
55018,53,allow,25143,4
53718,443,allow,25144,2
63866,17623,allow,25145,2
38058,443,allow,25146,1
51317,443,allow,25147,2
51900,15755,allow,25148,1
47642,443,allow,25149,1
38545,443,allow,25150,1
57290,53,allow,25151,3
62063,443,allow,25152,1
57308,443,allow,25153,2
56853,13203,allow,25154,1
52782,443,allow,25155,1
53465,80,allow,25156,1
47728,443,allow,25157,1
63865,48610,allow,25158,2
65175,53,allow,25159,2
51772,443,allow,25160,1
56448,53,allow,25161,6
49346,80,allow,25162,1
49345,80,allow,25163,1
56331,443,allow,25164,1
65341,53,allow,25165,4
53284,443,allow,25166,1
48909,5228,allow,25167,1
57078,443,allow,25168,1
6882,6889,allow,25169,3
9144,3389,deny,25170,1
38554,3389,deny,25171,1
24041,55783,deny,25172,3
57406,445,deny,25173,1
38126,3389,deny,25174,1
37075,3389,deny,25175,1
10967,3389,deny,25176,1
59728,80,allow,25177,1
64373,53,allow,25178,1
54435,443,allow,25179,1
57163,53,allow,25180,2
58049,443,allow,25181,1
49435,443,allow,25182,2
54763,443,allow,25183,1
38671,443,allow,25184,2
56948,443,allow,25185,1
53712,44822,allow,25186,1
63868,60392,allow,25187,2
60520,53,allow,25188,2
51822,80,allow,25189,1
54489,53,allow,25190,2
38670,443,allow,25191,1
8380,80,allow,25192,1
64604,53,allow,25193,1
10011,443,allow,25194,1
56497,80,allow,25195,1
56949,443,allow,25196,1
53711,30355,allow,25197,1
63867,43618,allow,25198,2
54463,53,allow,25199,1
51295,443,allow,25200,2
51902,443,allow,25201,1
63859,80,allow,25202,1
50707,53,allow,25203,1
20746,53,allow,25204,1
57282,53,allow,25205,4
56491,443,allow,25206,1
51879,38564,allow,25207,2
56636,80,allow,25208,1
40512,80,allow,25209,1
56499,80,allow,25210,1
46778,53,allow,25211,1
34001,53,allow,25212,1
49627,443,allow,25213,1
54375,443,allow,25214,1
64744,3389,allow,25215,1
56500,80,allow,25216,1
38666,443,allow,25217,1
56498,53,allow,25218,2
21147,53,allow,25219,1
19473,13315,allow,25220,1
53328,53,allow,25221,2
60766,28080,allow,25222,2
36230,443,allow,25223,1
35584,80,allow,25224,1
56498,80,allow,25225,1
47161,443,allow,25226,1
47045,53,allow,25227,1
65162,53,allow,25228,1
53238,443,allow,25229,2
50483,443,allow,25230,2
51957,443,allow,25231,1
50232,28356,allow,25232,1
60111,443,allow,25233,1
60770,40010,allow,25234,1
51902,55933,allow,25235,1
51880,18468,allow,25236,2
63869,34368,allow,25237,2
51901,443,allow,25238,1
55648,80,allow,25239,2
51903,443,allow,25240,1
53402,443,allow,25241,1
65382,443,allow,25242,1
53623,50093,allow,25243,1
9100,443,allow,25244,1
56501,80,allow,25245,1
56305,53,allow,25246,1
52361,53,allow,25247,1
49979,53,allow,25248,1
60166,53,allow,25249,1
27327,53,allow,25250,1
44913,80,allow,25251,1
49632,53,allow,25252,5
51909,80,allow,25253,1
11295,40033,allow,25254,3
26943,443,allow,25255,1
52624,443,allow,25256,1
48371,443,allow,25257,1
9105,443,allow,25258,1
37236,53,allow,25259,1
38667,443,allow,25260,1
53504,443,allow,25261,1
60431,52867,allow,25262,2
49460,53,allow,25263,1
52501,443,allow,25264,1
41876,80,allow,25265,1
34548,443,allow,25266,1
45780,443,allow,25267,1
21133,18719,allow,25268,1
57018,53,allow,25269,6
49737,53,allow,25270,2
51208,443,allow,25271,2
52201,443,allow,25272,1
63861,37832,allow,25273,2
51089,80,allow,25274,1
63959,53,allow,25275,1
59851,80,allow,25276,1
57593,80,allow,25277,1
65155,53,allow,25278,4
51901,15860,allow,25279,1
51092,80,allow,25280,1
64933,53,allow,25281,2
57399,445,deny,25282,2
57398,445,deny,25283,1
62115,57470,deny,25284,3
26793,3389,deny,25285,1
64605,35993,deny,25286,3
12604,3389,deny,25287,1
57392,445,deny,25288,1
57692,445,deny,25289,1
32707,11392,deny,25290,3
62294,445,deny,25291,1
57389,445,deny,25292,1
1030,44847,deny,25293,3
44568,3389,deny,25294,1
57687,445,deny,25295,1
57385,445,deny,25296,2
61788,20000,deny,25297,1
57384,445,deny,25298,1
62284,445,deny,25299,1
62276,445,deny,25300,1
57684,445,deny,25301,1
56693,1900,deny,25302,1
57668,445,deny,25303,1
57670,445,deny,25304,1
57667,445,deny,25305,1
57678,445,deny,25306,2
57379,445,deny,25307,2
33786,23,deny,25308,1
62265,445,deny,25309,1
62261,445,deny,25310,1
62263,445,deny,25311,1
56944,35894,deny,25312,2
26953,30317,deny,25313,2
65388,55783,deny,25314,3
57366,445,deny,25315,2
62259,445,deny,25316,1
62257,445,deny,25317,1
62255,445,deny,25318,1
62252,445,deny,25319,1
61336,61689,deny,25320,3
57657,445,deny,25321,1
57363,445,deny,25322,1
57656,445,deny,25323,1
57652,445,deny,25324,1
29300,35440,deny,25325,3
45690,60038,deny,25326,1
57665,52700,deny,25327,3
58743,35894,deny,25328,3
57358,445,deny,25329,1
57357,445,deny,25330,2
57355,445,deny,25331,1
38400,51505,deny,25332,1
47515,5900,deny,25333,1
57641,445,deny,25334,1
27209,30170,deny,25335,1
37420,44847,deny,25336,3
1024,62609,deny,25337,1
57348,445,deny,25338,2
57634,445,deny,25339,1
64681,35993,deny,25340,3
57346,445,deny,25341,2
48841,51221,deny,25342,3
57345,445,deny,25343,2
57632,445,deny,25344,2
57344,445,deny,25345,1
57343,445,deny,25346,1
57340,445,deny,25347,1
57339,445,deny,25348,1
28824,44847,deny,25349,3
44855,58414,deny,25350,3
57625,445,deny,25351,2
57620,445,deny,25352,2
57325,445,deny,25353,2
57324,445,deny,25354,2
57322,445,deny,25355,1
57314,445,deny,25356,1
57315,445,deny,25357,1
62307,8055,deny,25358,1
57608,445,deny,25359,2
57607,445,deny,25360,1
20508,57470,deny,25361,3
40521,23117,deny,25362,3
10436,37965,deny,25363,3
57237,21247,deny,25364,1
57303,445,deny,25365,1
59008,51221,deny,25366,3
1078,30975,deny,25367,1
57500,23,deny,25368,2
53147,37965,deny,25369,3
62207,445,deny,25370,1
62211,445,deny,25371,1
62197,445,deny,25372,1
57299,445,deny,25373,1
57589,445,deny,25374,1
57588,445,deny,25375,1
57586,445,deny,25376,1
443,38385,allow,25377,1
34924,443,allow,25378,1
61735,443,allow,25379,1
60384,443,allow,25380,3
42602,443,allow,25381,1
60187,443,allow,25382,2
48268,443,allow,25383,1
43415,443,allow,25384,1
60362,443,allow,25385,1
56852,49677,allow,25386,1
50997,443,allow,25387,1
53131,44021,allow,25388,1
39572,443,allow,25389,2
45363,443,allow,25390,1
47595,33439,allow,25391,1
39716,443,allow,25392,1
59835,53,allow,25393,1
55644,45579,allow,25394,2
43423,443,allow,25395,1
35178,8635,allow,25396,1
55000,5222,allow,25397,1
48269,443,allow,25398,1
50996,443,allow,25399,2
56945,443,allow,25400,1
50990,443,allow,25401,1
56946,443,allow,25402,1
51142,80,allow,25403,1
44912,80,allow,25404,1
50988,443,allow,25405,1
60374,443,allow,25406,2
60167,5222,allow,25407,1
51878,9999,allow,25408,2
52414,80,allow,25409,1
58279,443,allow,25410,1
52682,443,allow,25411,1
30188,32873,allow,25412,1
59772,443,allow,25413,1
55714,443,allow,25414,1
62616,443,allow,25415,1
53283,443,allow,25416,2
44858,5228,allow,25417,1
58080,443,allow,25418,1
62194,445,deny,25419,1
57287,445,deny,25420,2
57290,445,deny,25421,1
57289,445,deny,25422,1
57286,445,deny,25423,2
12060,37965,deny,25424,3
57282,445,deny,25425,1
54423,21247,deny,25426,3
62192,445,deny,25427,1
62188,445,deny,25428,1
62180,445,deny,25429,1
53815,44847,deny,25430,3
10396,62609,deny,25431,1
63080,37965,deny,25432,3
57276,445,deny,25433,2
63380,443,allow,25434,1
56622,443,allow,25435,3
51087,80,allow,25436,1
51091,80,allow,25437,2
63457,443,allow,25438,1
46505,443,allow,25439,2
51086,80,allow,25440,1
49307,53,allow,25441,1
51675,8245,allow,25442,1
52312,443,allow,25443,1
55646,14420,allow,25444,2
65486,443,allow,25445,1
56841,29753,allow,25446,2
49500,443,allow,25447,2
63458,443,allow,25448,1
65485,443,allow,25449,1
53684,25933,allow,25450,1
49621,443,allow,25451,2
45891,443,allow,25452,1
56341,443,allow,25453,2
59065,443,allow,25454,1
38579,80,allow,25455,1
52133,443,allow,25456,1
58209,53,allow,25457,2
42050,53,allow,25458,1
54063,443,allow,25459,1
53717,443,allow,25460,2
39612,443,allow,25461,1
58506,443,allow,25462,1
63460,443,allow,25463,1
43376,443,allow,25464,1
53719,443,allow,25465,4
62776,443,allow,25466,1
41029,53,allow,25467,1
51582,5223,allow,25468,1
49973,80,allow,25469,1
64844,53,allow,25470,1
59902,53,allow,25471,1
57305,53,allow,25472,3
42291,53,allow,25473,1
49600,53,allow,25474,1
44847,6881,allow,25475,5
59560,443,allow,25476,1
63975,53,allow,25477,1
9087,53,allow,25478,2
64298,443,allow,25479,1
34158,443,allow,25480,1
64348,53,allow,25481,1
58017,53,allow,25482,1
55258,443,allow,25483,1
46334,443,allow,25484,1
49347,80,allow,25485,1
57470,58125,allow,25486,1
54121,443,allow,25487,2
55345,53,allow,25488,1
39208,53,allow,25489,1
50407,8080,allow,25490,1
53683,30218,allow,25491,1
38654,443,allow,25492,1
56947,53,allow,25493,2
62169,445,deny,25494,1
57269,445,deny,25495,1
57268,445,deny,25496,2
57263,445,deny,25497,1
1972,57470,deny,25498,8
57261,445,deny,25499,1
57566,445,deny,25500,2
52569,30188,deny,25501,3
18754,30188,deny,25502,3
57257,445,deny,25503,2
61925,51505,deny,25504,2
41381,23,deny,25505,1
57558,445,deny,25506,1
57256,445,deny,25507,1
61559,23,deny,25508,1
35120,26467,deny,25509,3
62147,445,deny,25510,1
57554,445,deny,25511,1
49367,51505,deny,25512,3
57251,445,deny,25513,2
41954,2323,deny,25514,1
51222,35440,deny,25515,3
57550,445,deny,25516,2
57546,445,deny,25517,1
57542,445,deny,25518,1
57539,445,deny,25519,1
62140,445,deny,25520,1
62137,445,deny,25521,1
62136,445,deny,25522,1
62133,445,deny,25523,1
13727,13751,deny,25524,1
16994,57866,deny,25525,1
16001,48817,deny,25526,2
57238,445,deny,25527,1
30797,23,deny,25528,1
17010,57470,deny,25529,3
62130,445,deny,25530,1
62129,445,deny,25531,1
57235,445,deny,25532,2
57533,445,deny,25533,2
19004,51505,deny,25534,3
62124,445,deny,25535,1
57529,445,deny,25536,1
57526,445,deny,25537,1
57528,445,deny,25538,1
57525,445,deny,25539,1
57231,445,deny,25540,1
57229,445,deny,25541,1
50066,30188,deny,25542,3
57227,445,deny,25543,1
62119,445,deny,25544,1
62110,445,deny,25545,1
54167,50584,deny,25546,3
37343,21247,deny,25547,3
57513,445,deny,25548,1
63927,50265,deny,25549,3
57220,445,deny,25550,2
60674,8055,deny,25551,1
52658,64147,deny,25552,1
57218,445,deny,25553,2
57633,50584,deny,25554,3
57506,445,deny,25555,1
5222,18733,deny,25556,1
62096,445,deny,25557,1
29951,34021,deny,25558,1
57217,445,deny,25559,2
57216,445,deny,25560,1
39390,15503,deny,25561,1
57215,445,deny,25562,1
57212,445,deny,25563,1
57211,445,deny,25564,1
57503,445,deny,25565,1
2828,35253,deny,25566,3
61404,52700,deny,25567,2
57497,445,deny,25568,1
57197,445,deny,25569,2
57196,445,deny,25570,2
57192,445,deny,25571,1
19161,26296,deny,25572,1
57491,445,deny,25573,1
57186,445,deny,25574,1
57187,445,deny,25575,1
5222,1504,deny,25576,1
50090,50265,deny,25577,3
57477,445,deny,25578,2
57479,445,deny,25579,1
57480,445,deny,25580,1
57175,445,deny,25581,1
23277,53733,deny,25582,3
58574,21247,deny,25583,3
62132,42873,deny,25584,1
46662,36237,deny,25585,2
63037,443,allow,25586,1
63038,53,allow,25587,1
53676,80,allow,25588,1
59867,443,allow,25589,1
45346,443,allow,25590,1
53052,443,allow,25591,2
50546,80,allow,25592,1
63045,443,allow,25593,1
63046,53,allow,25594,1
50521,80,allow,25595,1
50468,80,allow,25596,2
61714,443,allow,25597,2
47289,443,allow,25598,1
53217,443,allow,25599,1
28755,80,allow,25600,1
50466,80,allow,25601,2
51877,13472,allow,25602,2
49292,443,allow,25603,1
50408,8080,allow,25604,1
46383,443,allow,25605,1
44638,443,allow,25606,1
49525,443,allow,25607,1
50524,443,allow,25608,1
63461,443,allow,25609,1
33383,443,allow,25610,1
53223,443,allow,25611,1
45019,53,allow,25612,1
53224,443,allow,25613,1
47196,443,allow,25614,1
33775,80,allow,25615,1
57170,445,deny,25616,1
62081,445,deny,25617,1
62068,445,deny,25618,1
57461,445,deny,25619,1
57460,445,deny,25620,1
57458,445,deny,25621,1
57159,445,deny,25622,1
57162,445,deny,25623,2
57161,445,deny,25624,1
57157,445,deny,25625,3
62067,445,deny,25626,1
57154,445,deny,25627,1
36963,23,deny,25628,1
62064,445,deny,25629,1
61981,9000,deny,25630,1
62059,445,deny,25631,1
62060,445,deny,25632,1
62055,445,deny,25633,1
1171,18375,deny,25634,1
56653,22114,deny,25635,3
57148,445,deny,25636,2
45007,22114,deny,25637,1
57141,445,deny,25638,1
57140,445,deny,25639,3
57134,445,deny,25640,1
53132,29384,allow,25641,2
64516,53,allow,25642,5
48658,53,allow,25643,1
52997,443,allow,25644,2
39385,443,allow,25645,1
50531,80,allow,25646,2
65029,53,allow,25647,1
60232,53,allow,25648,1
59537,80,allow,25649,1
57470,47099,allow,25650,1
45624,443,allow,25651,1
59350,443,allow,25652,1
60014,443,allow,25653,2
53236,443,allow,25654,2
51876,35624,allow,25655,2
63050,53,allow,25656,1
50265,18659,allow,25657,1
64734,53,allow,25658,1
63041,53,allow,25659,1
12477,80,allow,25660,1
53219,443,allow,25661,1
53228,443,allow,25662,2
53230,443,allow,25663,2
49941,80,allow,25664,1
60770,443,allow,25665,1
65276,53,allow,25666,3
44911,443,allow,25667,1
31956,53,allow,25668,1
63047,443,allow,25669,1
53234,443,allow,25670,3
62464,41090,allow,25671,1
8449,80,allow,25672,1
57432,66,allow,25673,2
49942,80,allow,25674,1
60387,80,allow,25675,1
52119,443,allow,25676,1
63048,53,allow,25677,1
64109,53,allow,25678,1
64004,53,allow,25679,1
37857,443,allow,25680,1
56635,80,allow,25681,1
55974,80,allow,25682,1
63042,443,allow,25683,1
17750,25326,allow,25684,1
56521,443,allow,25685,2
49218,5222,allow,25686,1
48191,5223,allow,25687,1
38653,443,allow,25688,2
53685,53,allow,25689,1
50464,80,allow,25690,3
55032,5222,allow,25691,1
60386,80,allow,25692,1
59837,80,allow,25693,1
65021,53,allow,25694,2
64256,53,allow,25695,3
38629,443,allow,25696,1
31201,53,allow,25697,1
26690,53,allow,25698,1
53229,443,allow,25699,2
63049,443,allow,25700,1
53221,443,allow,25701,1
53227,443,allow,25702,3
56891,53,allow,25703,2
39758,53,allow,25704,1
64753,53,allow,25705,2
36387,443,allow,25706,1
37827,443,allow,25707,1
19874,3389,allow,25708,1
53235,443,allow,25709,2
53226,443,allow,25710,1
53222,443,allow,25711,1
53218,443,allow,25712,1
56350,53,allow,25713,1
33497,53,allow,25714,1
63043,53,allow,25715,1
38174,443,allow,25716,1
63044,443,allow,25717,1
61465,443,allow,25718,1
59538,80,allow,25719,2
25,63566,allow,25720,1
46286,443,allow,25721,1
28509,80,allow,25722,1
49257,80,allow,25723,1
53687,51471,allow,25724,2
47010,53,allow,25725,1
59166,443,allow,25726,1
63033,53,allow,25727,1
9067,443,allow,25728,1
63032,53,allow,25729,1
56702,53,allow,25730,1
9055,443,allow,25731,1
55770,443,allow,25732,1
28897,35440,deny,25733,3
57133,445,deny,25734,1
9743,23,deny,25735,1
60126,35440,deny,25736,3
58128,44847,deny,25737,1
57439,445,deny,25738,1
62037,445,deny,25739,1
57129,445,deny,25740,3
7274,64147,deny,25741,1
60646,11392,deny,25742,3
57128,445,deny,25743,1
57432,445,deny,25744,2
37701,23,deny,25745,1
41220,59356,deny,25746,3
34306,37965,deny,25747,3
48576,443,allow,25748,1
57123,445,deny,25749,2
62018,445,deny,25750,1
55174,53,allow,25751,1
57428,445,deny,25752,1
43611,1879,deny,25753,1
50877,35776,deny,25754,1
57413,445,deny,25755,2
57418,445,deny,25756,1
57414,445,deny,25757,1
57411,445,deny,25758,1
62012,445,deny,25759,1
10775,35440,deny,25760,3
62007,445,deny,25761,1
62005,445,deny,25762,1
62004,445,deny,25763,1
53090,59356,deny,25764,3
63340,53,deny,25765,1
40185,64147,deny,25766,3
57110,445,deny,25767,2
65526,28793,deny,25768,3
25565,44521,deny,25769,1
57107,445,deny,25770,1
62002,445,deny,25771,1
61999,445,deny,25772,1
443,41545,deny,25773,1
57403,445,deny,25774,1
61995,445,deny,25775,1
57402,445,deny,25776,1
57400,445,deny,25777,1
47381,8305,deny,25778,1
57103,445,deny,25779,1
57396,445,deny,25780,1
15641,26467,deny,25781,3
57101,445,deny,25782,2
57612,28793,deny,25783,3
57099,445,deny,25784,1
61990,445,deny,25785,1
59435,37807,deny,25786,3
1040,37965,deny,25787,3
61984,445,deny,25788,1
60060,443,deny,25789,1
57092,445,deny,25790,2
27018,61508,deny,25791,2
50901,26467,deny,25792,3
57090,445,deny,25793,2
61510,37965,deny,25794,3
57089,445,deny,25795,1
57378,445,deny,25796,1
57088,445,deny,25797,1
57087,445,deny,25798,1
56752,44847,deny,25799,3
59352,37965,deny,25800,3
57082,445,deny,25801,1
57083,445,deny,25802,1
57376,445,deny,25803,1
48681,11392,deny,25804,3
57069,445,deny,25805,1
57068,445,deny,25806,2
57066,445,deny,25807,1
47091,5228,allow,25808,1
52064,443,allow,25809,1
57470,41024,allow,25810,1
55172,80,allow,25811,1
47293,443,allow,25812,1
59866,443,allow,25813,1
57470,58973,allow,25814,1
33795,80,allow,25815,1
40866,8434,allow,25816,1
53685,38978,allow,25817,2
50542,80,allow,25818,1
51209,443,allow,25819,2
49941,443,allow,25820,1
51874,43161,allow,25821,2
64335,443,allow,25822,1
42473,80,allow,25823,1
45345,443,allow,25824,1
53681,31466,allow,25825,2
56840,20413,allow,25826,2
8282,40200,allow,25827,1
57470,24260,allow,25828,1
57058,445,deny,25829,1
57059,445,deny,25830,1
57369,445,deny,25831,1
25565,58771,deny,25832,1
60854,42873,deny,25833,2
57361,445,deny,25834,1
48020,7484,deny,25835,2
54028,37965,deny,25836,3
29787,37965,deny,25837,3
57047,445,deny,25838,1
61956,445,deny,25839,1
15403,51505,deny,25840,3
57347,445,deny,25841,1
57352,445,deny,25842,1
57349,445,deny,25843,2
57350,445,deny,25844,1
57353,445,deny,25845,2
40260,44610,deny,25846,1
26058,1433,deny,25847,1
60405,5900,deny,25848,1
27401,37965,deny,25849,2
45964,2666,deny,25850,6
57042,445,deny,25851,1
31613,23,deny,25852,1
55459,50584,deny,25853,3
61953,445,deny,25854,1
57470,3800,allow,25855,1
33538,80,allow,25856,1
47918,443,allow,25857,1
53689,42719,allow,25858,2
63039,443,allow,25859,1
63031,443,allow,25860,1
50083,80,allow,25861,1
59744,80,allow,25862,1
58707,80,allow,25863,1
56850,64932,allow,25864,1
63036,53,allow,25865,1
40342,53,allow,25866,1
57593,443,allow,25867,1
59865,443,allow,25868,1
54768,25,allow,25869,1
41945,443,allow,25870,1
60782,3389,allow,25871,1
61571,53,allow,25872,1
51875,25072,allow,25873,2
33871,443,allow,25874,1
34739,5222,allow,25875,1
53452,443,allow,25876,1
49708,80,allow,25877,1
49707,80,allow,25878,1
55665,443,allow,25879,1
64484,53,allow,25880,4
49454,443,allow,25881,1
49221,80,allow,25882,1
51776,8000,allow,25883,1
65298,53,allow,25884,2
56438,3389,allow,25885,1
44521,443,allow,25886,1
42770,443,allow,25887,1
57470,5254,allow,25888,1
43346,443,allow,25889,1
9074,443,allow,25890,1
45042,443,allow,25891,1
44509,80,allow,25892,1
62453,53,allow,25893,1
36367,443,allow,25894,1
37390,443,allow,25895,1
59713,3389,allow,25896,1
65164,53,allow,25897,2
57470,6885,allow,25898,1
57470,32251,allow,25899,1
59862,443,allow,25900,1
57402,443,allow,25901,1
51712,443,allow,25902,1
53686,8999,allow,25903,2
53682,20884,allow,25904,2
60060,22,allow,25905,1
53688,17106,allow,25906,2
63040,53,allow,25907,1
50265,37449,allow,25908,1
56992,53,allow,25909,1
33367,80,allow,25910,1
34285,80,allow,25911,1
9064,443,allow,25912,1
47245,443,allow,25913,1
51873,19311,allow,25914,2
63995,53,allow,25915,1
35954,443,allow,25916,1
64801,7000,allow,25917,1
56679,443,allow,25918,1
59595,80,allow,25919,1
64925,53,allow,25920,1
44850,443,allow,25921,1
59864,443,allow,25922,1
59863,443,allow,25923,2
40175,80,allow,25924,1
49706,80,allow,25925,1
65219,443,allow,25926,1
6881,45711,allow,25927,1
49160,38552,allow,25928,1
37965,15509,allow,25929,1
27005,1301,allow,25930,1
27005,1303,allow,25931,1
41891,443,allow,25932,1
60768,40010,allow,25933,1
37026,80,allow,25934,1
80,13743,allow,25935,1
27005,1201,allow,25936,1
33443,443,allow,25937,1
50983,80,allow,25938,1
13375,53,allow,25939,1
61949,445,deny,25940,1
61939,445,deny,25941,1
57034,445,deny,25942,2
57031,445,deny,25943,1
57032,445,deny,25944,1
57029,445,deny,25945,1
57026,445,deny,25946,3
57333,445,deny,25947,1
57331,445,deny,25948,1
57330,445,deny,25949,1
61937,445,deny,25950,1
61935,445,deny,25951,1
51313,64147,deny,25952,3
34809,57470,deny,25953,3
40500,25356,deny,25954,1
57020,445,deny,25955,2
46365,53413,deny,25956,1
26921,57470,deny,25957,3
10028,25604,deny,25958,3
56463,17,deny,25959,1
62625,37965,deny,25960,3
57013,445,deny,25961,1
57010,445,deny,25962,2
51163,23,deny,25963,1
443,62451,deny,25964,8
57007,445,deny,25965,1
22528,48817,deny,25966,1
57005,445,deny,25967,1
61195,56205,deny,25968,3
53781,37965,deny,25969,2
57001,445,deny,25970,2
49293,22,deny,25971,1
57310,445,deny,25972,1
61908,445,deny,25973,1
61907,445,deny,25974,1
59889,30188,deny,25975,3
57000,445,deny,25976,1
61681,23,deny,25977,1
57305,445,deny,25978,1
57302,445,deny,25979,1
52410,8604,deny,25980,3
58884,23,deny,25981,1
16687,10214,deny,25982,2
56995,445,deny,25983,1
57298,445,deny,25984,1
57292,445,deny,25985,1
57281,445,deny,25986,2
57284,445,deny,25987,2
57280,445,deny,25988,1
57285,445,deny,25989,1
57279,445,deny,25990,1
49248,35993,deny,25991,3
61884,445,deny,25992,1
33931,50584,deny,25993,3
61880,445,deny,25994,1
61879,445,deny,25995,1
61876,445,deny,25996,1
56982,445,deny,25997,1
55022,23,deny,25998,1
56376,44847,deny,25999,3
56979,445,deny,26000,1
51093,57470,deny,26001,3
50783,23,deny,26002,1
10348,25604,deny,26003,3
61872,445,deny,26004,1
57277,445,deny,26005,1
61867,445,deny,26006,1
6824,26467,deny,26007,2
57273,445,deny,26008,1
56975,445,deny,26009,1
57272,445,deny,26010,1
57271,445,deny,26011,1
56973,445,deny,26012,2
42389,42873,deny,26013,3
56971,445,deny,26014,1
20939,60461,deny,26015,5
40834,50584,deny,26016,3
27323,23117,deny,26017,1
61862,445,deny,26018,1
61855,445,deny,26019,1
61858,445,deny,26020,1
56964,445,deny,26021,2
57258,445,deny,26022,1
56962,445,deny,26023,2
39351,23,deny,26024,1
60222,22114,deny,26025,3
56961,445,deny,26026,2
56960,445,deny,26027,1
56959,445,deny,26028,1
56957,445,deny,26029,1
5237,30128,allow,26030,1
37390,80,allow,26031,2
63855,29799,allow,26032,2
52669,443,allow,26033,1
60174,80,allow,26034,1
63856,6881,allow,26035,2
42388,161,allow,26036,1
50814,53,allow,26037,1
54346,443,allow,26038,2
49869,80,allow,26039,2
50968,443,allow,26040,4
42460,443,allow,26041,1
38611,443,allow,26042,1
58702,80,allow,26043,1
45523,443,allow,26044,1
43028,443,allow,26045,1
57894,443,allow,26046,2
9061,80,allow,26047,1
41852,443,allow,26048,1
56210,5228,allow,26049,1
55767,443,allow,26050,1
57470,14435,allow,26051,1
64085,443,allow,26052,1
59278,443,allow,26053,1
27005,27216,allow,26054,2
49097,80,allow,26055,1
45155,443,allow,26056,1
59275,443,allow,26057,1
56954,445,deny,26058,1
57250,445,deny,26059,1
61839,445,deny,26060,1
54000,53,allow,26061,2
49453,443,allow,26062,1
57247,445,deny,26063,1
56941,445,deny,26064,2
56940,445,deny,26065,2
56938,445,deny,26066,1
19096,64147,deny,26067,3
56930,445,deny,26068,1
56931,445,deny,26069,1
57240,445,deny,26070,2
51164,64147,deny,26071,3
56919,445,deny,26072,2
49242,22114,deny,26073,1
50137,1433,deny,26074,1
61830,445,deny,26075,1
61828,445,deny,26076,1
57222,445,deny,26077,1
57221,445,deny,26078,1
57223,445,deny,26079,1
57225,445,deny,26080,2
57224,445,deny,26081,2
59699,55783,deny,26082,3
51745,57470,deny,26083,4
56915,445,deny,26084,1
65285,44847,deny,26085,3
56906,445,deny,26086,1
56904,445,deny,26087,1
56903,445,deny,26088,1
56901,445,deny,26089,3
63938,3389,allow,26090,1
50988,80,allow,26091,1
34085,80,allow,26092,1
42119,443,allow,26093,1
36505,443,allow,26094,1
50986,80,allow,26095,1
54437,80,allow,26096,1
37780,443,allow,26097,3
44300,443,allow,26098,1
50530,80,allow,26099,1
63853,10659,allow,26100,2
33922,443,allow,26101,1
63854,16437,allow,26102,2
27005,1107,allow,26103,1
49937,80,allow,26104,1
27005,1304,allow,26105,1
52925,53,allow,26106,1
8358,80,allow,26107,1
7197,80,allow,26108,1
54797,80,allow,26109,1
56634,80,allow,26110,1
60429,46854,allow,26111,2
51692,993,allow,26112,1
46278,443,allow,26113,1
63847,45598,allow,26114,1
49943,53,allow,26115,2
33564,443,allow,26116,1
56675,443,allow,26117,1
64577,443,allow,26118,1
63875,43485,allow,26119,1
50089,443,allow,26120,2
51872,48108,allow,26121,2
40980,443,allow,26122,1
53375,53,allow,26123,1
46964,80,allow,26124,1
55894,53,allow,26125,1
65169,53,allow,26126,1
51870,40490,allow,26127,2
53403,443,allow,26128,1
51548,80,allow,26129,2
49940,80,allow,26130,1
56254,80,allow,26131,1
57731,53,allow,26132,1
50394,443,allow,26133,2
56677,443,allow,26134,2
57804,443,allow,26135,1
50984,80,allow,26136,1
50987,80,allow,26137,1
65278,53,allow,26138,2
38369,443,allow,26139,1
56676,443,allow,26140,1
58547,53,allow,26141,1
50817,53,allow,26142,1
36949,443,allow,26143,1
61862,80,allow,26144,1
49205,443,allow,26145,1
61049,53,allow,26146,1
60430,51413,allow,26147,2
54347,443,allow,26148,1
54279,443,allow,26149,1
50516,80,allow,26150,1
63578,5228,allow,26151,1
50512,80,allow,26152,1
46189,443,allow,26153,1
64817,53,allow,26154,1
58427,53,allow,26155,1
55877,6380,allow,26156,1
52660,443,allow,26157,1
19412,53,allow,26158,1
54978,53,allow,26159,1
49976,53,allow,26160,2
27005,1302,allow,26161,1
27005,1401,allow,26162,1
51091,53,allow,26163,2
56224,53,allow,26164,1
56972,53,allow,26165,3
65145,53,allow,26166,1
42433,443,allow,26167,1
41498,443,allow,26168,1
27005,27272,allow,26169,1
57430,80,allow,26170,1
53378,443,allow,26171,1
50510,80,allow,26172,1
17046,53,allow,26173,1
